No.,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Concentration (g/L),Viability (%),Coat,Animal,Cell_organ,Time (h),Test,Electronegativity,dataset
ID_1561,Pt,13.5,-40.5,IMR90,No,5.86156910206708e-07,38.11904,Folic acid,human,lung,72,CellTiterGlo,2.28,Small
ID_1562,Pt,13.5,-40.5,IMR90,No,1.17231382041342e-06,29.348589,Folic acid,human,lung,72,CellTiterGlo,2.28,Small
ID_1563,Pt,13.5,-40.5,IMR90,No,2.34462764082683e-06,33.861286,Folic acid,human,lung,24,CellTiterGlo,2.28,Small
ID_1564,Pt,13.5,-40.5,IMR90,No,2.34462764082683e-06,29.444946,Folic acid,human,lung,48,CellTiterGlo,2.28,Small
ID_1565,Pt,13.5,-40.5,IMR90,No,2.34462764082683e-06,23.547125,Folic acid,human,lung,72,CellTiterGlo,2.28,Small
ID_1566,Pt,13.5,-40.5,IMR90,No,4.68925528165366e-06,19.911673,Folic acid,human,lung,24,CellTiterGlo,2.28,Small
ID_1567,Pt,13.5,-40.5,IMR90,No,4.68925528165366e-06,16.234066,Folic acid,human,lung,48,CellTiterGlo,2.28,Small
ID_1568,Pt,13.5,-40.5,IMR90,No,4.68925528165366e-06,14.784703,Folic acid,human,lung,72,CellTiterGlo,2.28,Small
ID_1569,Pt,13.5,-40.5,HeLa,Yes,2.93078455103354e-07,81.75,Folic acid,human,cervix,48,CellTiterGlo,2.28,Small
ID_1570,Pt,13.5,-40.5,HeLa,Yes,2.93078455103354e-07,67.5,Folic acid,human,cervix,72,CellTiterGlo,2.28,Small
ID_1571,Pt,13.5,-40.5,HeLa,Yes,5.86156910206708e-07,77.25,Folic acid,human,cervix,24,CellTiterGlo,2.28,Small
ID_1572,Pt,13.5,-40.5,HeLa,Yes,5.86156910206708e-07,54.75,Folic acid,human,cervix,72,CellTiterGlo,2.28,Small
ID_1573,Pt,13.5,-8.0,"-7,00 MCF",Yes,4.68925528165366e-06,49.419353,PVP,human,breast,72,CellTiterGlo,2.28,Small
ID_1574,Pt,13.5,-40.5,IMR90,No,1.17231382041342e-06,50.037136,Folic acid,human,lung,24,CellTiterGlo,2.28,Small
ID_1575,Pt,13.5,-40.5,IMR90,No,1.17231382041342e-06,38.950115,Folic acid,human,lung,48,CellTiterGlo,2.28,Small
ID_1576,Se,79.6,0.0,PC3,Yes,6.19462819500702e-10,44.062363,0,human,prostate,24,XTT,2.55,Small
ID_1577,Se,79.6,0.0,PC3,Yes,2.06487606500234e-10,77.62113,0,human,prostate,24,XTT,2.55,Small
ID_1578,Se,79.6,0.0,PC3,Yes,1.03243803250117e-10,91.09037,0,human,prostate,24,XTT,2.55,Small
ID_1579,Se,79.6,0.0,PC3,Yes,4.12975213000468e-10,54.2135,0,human,prostate,24,XTT,2.55,Small
ID_1580,SiO2,21.06,-35.9,A549,Yes,0.01,58.542,0,human,lung,72,MTT,2.92666666666667,Small
ID_1581,SiO2,120.0,-35.9,"-7,00 MCF",Yes,0.2,83.378,0,human,breast,96,MTT,2.92666666666667,Small
ID_1582,SiO2,120.0,-35.9,"-7,00 MCF",Yes,0.1,86.892,0,human,breast,96,MTT,2.92666666666667,Small
ID_1583,SiO2,9.0,-35.9,RAW 264.7,Yes,1.0,9.6866,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1584,SiO2,9.0,-35.9,RAW 264.7,Yes,1.0,7.888,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1585,SiO2,9.0,-35.9,RAW 264.7,Yes,0.01,85.755,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1586,SiO2,280.0,-35.9,RAW 264.7,Yes,0.005,98.982,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1587,SiO2,9.0,-35.9,RAW 264.7,Yes,0.1,7.9772,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1588,SiO2,280.0,-35.9,RAW 264.7,Yes,1.0,10.941,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1589,SiO2,280.0,-35.9,RAW 264.7,Yes,0.1,27.481,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1590,SiO2,280.0,-35.9,RAW 264.7,Yes,0.01,82.952,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1591,SiO2,280.0,-35.9,RAW 264.7,Yes,0.005,100.28,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1592,SiO2,280.0,-35.9,RAW 264.7,Yes,0.01,89.744,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1593,SiO2,280.0,-35.9,RAW 264.7,Yes,0.1,25.926,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1594,SiO2,9.0,-35.9,RAW 264.7,Yes,0.005,86.005,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1595,SiO2,9.0,-35.9,RAW 264.7,Yes,0.01,84.224,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1596,SiO2,9.0,-35.9,RAW 264.7,Yes,0.005,89.744,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1597,SiO2,9.0,-35.9,RAW 264.7,Yes,0.1,14.249,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1598,SiO2,120.0,-35.9,A549,Yes,0.5,83.333,0,human,lung,96,MTT,2.92666666666667,Small
ID_1599,SiO2,50.0,-35.9,HUVEC,No,0.05,57.649,0,human,umbilical vein,24,CCK-8,2.92666666666667,Small
ID_1600,SiO2,100.0,-35.9,HUVEC,No,0.00625,101.49,0,human,umbilical vein,24,CCK-8,2.92666666666667,Small
ID_1601,SiO2,18.3,-35.9,SIRC,No,0.05,96.447,0,rabbit,cornea,24,MTT,2.92666666666667,Small
ID_1602,SiO2,19.4,-35.9,16HBE,No,0.008,101.06,0,human,respiratorytract,24,CCK-8,2.92666666666667,Small
ID_1603,SiO2,19.4,-35.9,A549,Yes,0.256,79.62,0,human,lung,24,CCK-8,2.92666666666667,Small
ID_1604,SiO2,19.4,-35.9,A549,Yes,0.128,101.67,0,human,lung,24,CCK-8,2.92666666666667,Small
ID_1605,SiO2,280.0,-35.9,RAW 264.7,Yes,1.0,23.077,0,mouse,ascites,48,Live/Dead,2.92666666666667,Small
ID_1606,SiO2,120.0,-35.9,"-7,00 MCF",Yes,0.5,82.973,0,human,breast,96,MTT,2.92666666666667,Small
ID_1607,SiO2,21.06,-35.9,A549,Yes,0.05,67.494,0,human,lung,24,MTT,2.92666666666667,Small
ID_1608,SiO2,12.0,-35.9,RAW 264.7,Yes,0.2,26.061,0,mouse,ascites,24,CCK-8,2.92666666666667,Small
ID_1609,SiO2,199.89,-35.9,A549,Yes,0.5,61.042,0,human,lung,24,MTT,2.92666666666667,Small
ID_1610,SiO2,50.0,-35.9,HaCat,No,0.5,19.643,0,human,skin,4,MTT,2.92666666666667,Small
ID_1611,SiO2,10.0,-35.9,RAW 264.7,Yes,0.1,22.294,0,mouse,ascites,24,LDH,2.92666666666667,Small
ID_1612,SiO2,120.0,-35.9,A2780,Yes,0.5,82.646,0,human,ovary,96,MTT,2.92666666666667,Small
ID_1613,SiO2,120.0,-35.9,A2780,Yes,0.2,84.637,0,human,ovary,96,MTT,2.92666666666667,Small
ID_1614,SiO2,120.0,-35.9,A2780,Yes,0.1,83.499,0,human,ovary,96,MTT,2.92666666666667,Small
ID_1615,SiO2,120.0,-35.9,A2780,Yes,0.05,81.081,0,human,ovary,96,MTT,2.92666666666667,Small
ID_1616,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-08,108.82591,0,human,umbilical cord,48,AlamarBlue,2.92666666666667,Small
ID_1617,SiO2,50.0,-35.9,HaCat,No,0.4,22.253,0,human,skin,4,MTT,2.92666666666667,Small
ID_1618,SiO2,55.6,-35.9,HeLa,Yes,0.1,94.894,0,human,cervix,48,MTT,2.92666666666667,Small
ID_1619,SiO2,307.6,-35.9,HeLa,Yes,0.1,94.894,0,human,cervix,48,MTT,2.92666666666667,Small
ID_1621,SiO2,167.8,-35.9,HeLa,Yes,0.1,96.887,0,human,cervix,48,MTT,2.92666666666667,Small
ID_1622,SiO2,167.8,-35.9,HeLa,Yes,0.01,95.641,0,human,cervix,48,MTT,2.92666666666667,Small
ID_1623,SiO2,55.6,-35.9,HeLa,Yes,0.01,98.63,0,human,cervix,48,MTT,2.92666666666667,Small
ID_1624,SiO2,120.0,-35.9,"-7,00 MCF",Yes,0.05,88.514,0,human,breast,96,MTT,2.92666666666667,Small
ID_1625,SiO2,199.89,-35.9,A549,Yes,0.2,62.779,0,human,lung,24,MTT,2.92666666666667,Small
ID_1626,SiO2,59.72,-35.9,A549,Yes,0.1,49.886,0,human,lung,72,MTT,2.92666666666667,Small
ID_1627,SiO2,21.06,-35.9,A549,Yes,0.5,63.275,0,human,lung,24,MTT,2.92666666666667,Small
ID_1628,SiO2,100.33,-35.9,A549,Yes,0.01,68.337,0,human,lung,72,MTT,2.92666666666667,Small
ID_1629,SiO2,100.33,-35.9,A549,Yes,0.05,54.214,0,human,lung,72,MTT,2.92666666666667,Small
ID_1630,SiO2,59.72,-35.9,A549,Yes,0.05,72.705,0,human,lung,24,MTT,2.92666666666667,Small
ID_1631,SiO2,100.33,-35.9,A549,Yes,0.1,51.708,0,human,lung,72,MTT,2.92666666666667,Small
ID_1632,SiO2,100.33,-35.9,A549,Yes,0.2,55.353,0,human,lung,72,MTT,2.92666666666667,Small
ID_1633,SiO2,100.33,-35.9,A549,Yes,0.5,53.531,0,human,lung,72,MTT,2.92666666666667,Small
ID_1634,SiO2,199.89,-35.9,A549,Yes,0.01,66.287,0,human,lung,72,MTT,2.92666666666667,Small
ID_1635,SiO2,199.89,-35.9,A549,Yes,0.05,50.569,0,human,lung,72,MTT,2.92666666666667,Small
ID_1636,SiO2,100.0,-35.9,HUVEC,No,0.05,102.8,0,human,umbilical vein,24,CCK-8,2.92666666666667,Small
ID_1637,SiO2,100.0,-35.9,HUVEC,No,0.025,95.522,0,human,umbilical vein,24,CCK-8,2.92666666666667,Small
ID_1638,SiO2,21.06,-35.9,A549,Yes,0.1,49.886,0,human,lung,72,MTT,2.92666666666667,Small
ID_1639,SiO2,21.06,-35.9,A549,Yes,0.05,50.797,0,human,lung,72,MTT,2.92666666666667,Small
ID_1640,SiO2,59.72,-35.9,A549,Yes,0.2,31.435,0,human,lung,72,MTT,2.92666666666667,Small
ID_1641,SiO2,120.0,-35.9,A549,Yes,0.05,91.667,0,human,lung,96,MTT,2.92666666666667,Small
ID_1642,SiO2,59.72,-35.9,A549,Yes,0.1,70.471,0,human,lung,24,MTT,2.92666666666667,Small
ID_1643,SiO2,59.72,-35.9,A549,Yes,0.2,64.02,0,human,lung,24,MTT,2.92666666666667,Small
ID_1644,SiO2,59.72,-35.9,A549,Yes,0.5,62.283,0,human,lung,24,MTT,2.92666666666667,Small
ID_1645,SiO2,100.33,-35.9,A549,Yes,0.01,89.826,0,human,lung,24,MTT,2.92666666666667,Small
ID_1646,SiO2,100.33,-35.9,A549,Yes,0.05,70.471,0,human,lung,24,MTT,2.92666666666667,Small
ID_1647,SiO2,100.33,-35.9,A549,Yes,0.1,71.464,0,human,lung,24,MTT,2.92666666666667,Small
ID_1648,SiO2,100.33,-35.9,A549,Yes,0.2,65.757,0,human,lung,24,MTT,2.92666666666667,Small
ID_1649,SiO2,100.33,-35.9,A549,Yes,0.5,72.705,0,human,lung,24,MTT,2.92666666666667,Small
ID_1650,SiO2,199.89,-35.9,A549,Yes,0.01,75.186,0,human,lung,24,MTT,2.92666666666667,Small
ID_1651,SiO2,199.89,-35.9,A549,Yes,0.05,63.027,0,human,lung,24,MTT,2.92666666666667,Small
ID_1652,SiO2,19.4,-35.9,A549,Yes,0.064,104.41,0,human,lung,24,CCK-8,2.92666666666667,Small
ID_1653,SiO2,59.72,-35.9,HepG2,Yes,0.1,60.92,0,human,liver,72,MTT,2.92666666666667,Small
ID_1654,SiO2,120.0,-35.9,A549,Yes,0.1,91.27,0,human,lung,96,MTT,2.92666666666667,Small
ID_1655,SiO2,199.89,-35.9,A549,Yes,0.1,62.283,0,human,lung,24,MTT,2.92666666666667,Small
ID_1656,SiO2,59.72,-35.9,A549,Yes,0.05,53.303,0,human,lung,72,MTT,2.92666666666667,Small
ID_1657,SiO2,21.06,-35.9,A549,Yes,0.5,44.647,0,human,lung,72,MTT,2.92666666666667,Small
ID_1658,SiO2,21.06,-35.9,A549,Yes,0.01,76.923,0,human,lung,24,MTT,2.92666666666667,Small
ID_1659,SiO2,19.4,-35.9,16HBE,No,0.016,102.73,0,human,respiratorytract,24,CCK-8,2.92666666666667,Small
ID_1660,SiO2,19.4,-35.9,16HBE,No,0.032,103.64,0,human,respiratorytract,24,CCK-8,2.92666666666667,Small
ID_1661,SiO2,19.4,-35.9,16HBE,No,0.064,106.22,0,human,respiratorytract,24,CCK-8,2.92666666666667,Small
ID_1662,SiO2,19.4,-35.9,16HBE,No,0.128,72.989,0,human,respiratorytract,24,CCK-8,2.92666666666667,Small
ID_1663,SiO2,50.0,-35.9,HaCat,No,0.2,36.126,0,human,skin,4,MTT,2.92666666666667,Small
ID_1664,SiO2,50.0,-35.9,HaCat,No,0.1,52.473,0,human,skin,4,MTT,2.92666666666667,Small
ID_1665,SiO2,50.0,-35.9,HaCat,No,0.075,94.643,0,human,skin,4,MTT,2.92666666666667,Small
ID_1666,SiO2,50.0,-35.9,HaCat,No,0.025,99.588,0,human,skin,4,MTT,2.92666666666667,Small
ID_1667,SiO2,59.72,-35.9,A549,Yes,0.01,96.583,0,human,lung,72,MTT,2.92666666666667,Small
ID_1668,SiO2,19.4,-35.9,A549,Yes,0.032,103.04,0,human,lung,24,CCK-8,2.92666666666667,Small
ID_1669,SiO2,19.4,-35.9,16HBE,No,0.256,20.822,0,human,respiratorytract,24,CCK-8,2.92666666666667,Small
ID_1670,SiO2,21.06,-35.9,A549,Yes,0.2,62.283,0,human,lung,24,MTT,2.92666666666667,Small
ID_1671,SiO2,59.72,-35.9,A549,Yes,0.01,100.99,0,human,lung,24,MTT,2.92666666666667,Small
ID_1672,SiO2,100.0,-35.9,HUVEC,No,0.0125,102.24,0,human,umbilical vein,24,CCK-8,2.92666666666667,Small
ID_1674,SiO2,21.06,-35.9,A549,Yes,0.2,50.569,0,human,lung,72,MTT,2.92666666666667,Small
ID_1675,SiO2,59.72,-35.9,HepG2,Yes,0.05,65.747,0,human,liver,72,MTT,2.92666666666667,Small
ID_1676,SiO2,199.89,-35.9,NIH3T3,No,0.2,22.676,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1677,SiO2,21.06,-35.9,HepG2,Yes,0.5,46.437,0,human,liver,72,MTT,2.92666666666667,Small
ID_1678,SiO2,10.0,-35.9,RAW 264.7,Yes,0.001,95.315,0,mouse,ascites,24,Live/Dead,2.92666666666667,Small
ID_1679,SiO2,199.89,-35.9,HepG2,Yes,0.05,63.504,0,human,liver,24,MTT,2.92666666666667,Small
ID_1680,SiO2,199.89,-35.9,HepG2,Yes,0.01,64.138,0,human,liver,72,MTT,2.92666666666667,Small
ID_1681,SiO2,100.33,-35.9,HepG2,Yes,0.5,64.477,0,human,liver,24,MTT,2.92666666666667,Small
ID_1682,SiO2,20.0,-35.9,HUVEC,No,0.025,79.291,0,human,umbilical vein,24,CCK-8,2.92666666666667,Small
ID_1683,SiO2,21.06,-35.9,HepG2,Yes,0.05,61.071,0,human,liver,24,MTT,2.92666666666667,Small
ID_1684,SiO2,21.06,-35.9,HepG2,Yes,0.1,59.611,0,human,liver,24,MTT,2.92666666666667,Small
ID_1685,SiO2,21.06,-35.9,HepG2,Yes,0.2,59.124,0,human,liver,24,MTT,2.92666666666667,Small
ID_1686,SiO2,21.06,-35.9,HepG2,Yes,0.5,58.151,0,human,liver,24,MTT,2.92666666666667,Small
ID_1687,SiO2,21.06,-35.9,NIH3T3,No,0.01,45.578,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1688,SiO2,199.89,-35.9,NIH3T3,No,0.5,24.878,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1690,SiO2,10.0,-35.9,RAW 264.7,Yes,0.01,86.268,0,mouse,ascites,24,Live/Dead,2.92666666666667,Small
ID_1691,SiO2,199.89,-35.9,NIH3T3,No,0.1,32.683,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1692,SiO2,199.89,-35.9,NIH3T3,No,0.5,12.245,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1693,SiO2,20.0,-35.9,HUVEC,No,0.00625,87.687,0,human,umbilical vein,24,CCK-8,2.92666666666667,Small
ID_1694,SiO2,199.89,-35.9,A549,Yes,0.1,50.114,0,human,lung,72,MTT,2.92666666666667,Small
ID_1695,SiO2,199.89,-35.9,A549,Yes,0.2,50.797,0,human,lung,72,MTT,2.92666666666667,Small
ID_1696,SiO2,199.89,-35.9,A549,Yes,0.5,45.33,0,human,lung,72,MTT,2.92666666666667,Small
ID_1697,SiO2,21.06,-35.9,NIH3T3,No,0.01,65.366,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1698,SiO2,21.06,-35.9,NIH3T3,No,0.05,50.0,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1699,SiO2,21.06,-35.9,NIH3T3,No,0.1,44.39,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1700,SiO2,21.06,-35.9,NIH3T3,No,0.2,38.049,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1701,SiO2,21.06,-35.9,NIH3T3,No,0.5,34.146,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1702,SiO2,21.06,-35.9,HepG2,Yes,0.01,68.856,0,human,liver,24,MTT,2.92666666666667,Small
ID_1703,SiO2,100.33,-35.9,HepG2,Yes,0.2,63.99,0,human,liver,24,MTT,2.92666666666667,Small
ID_1704,SiO2,20.0,-35.9,HUVEC,No,0.0125,83.582,0,human,umbilical vein,24,CCK-8,2.92666666666667,Small
ID_1705,SiO2,59.72,-35.9,NIH3T3,No,0.01,87.528,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1706,SiO2,20.0,-35.9,HFL1,No,0.75,56.425,0,human,lung,48,MTT,2.92666666666667,Small
ID_1707,SiO2,10.0,-35.9,RAW 264.7,Yes,0.1,69.467,0,mouse,ascites,24,Live/Dead,2.92666666666667,Small
ID_1709,SiO2,50.0,-35.9,HUVEC,No,0.0125,94.403,0,human,umbilical vein,24,CCK-8,2.92666666666667,Small
ID_1710,SiO2,199.89,-35.9,HepG2,Yes,0.1,62.287,0,human,liver,24,MTT,2.92666666666667,Small
ID_1711,SiO2,20.0,-35.9,HUVEC,No,0.05,82.276,0,human,umbilical vein,24,CCK-8,2.92666666666667,Small
ID_1712,SiO2,199.89,-35.9,HepG2,Yes,0.2,60.584,0,human,liver,24,MTT,2.92666666666667,Small
ID_1713,SiO2,31.4,-35.9,HUVEC,No,0.015,87.083,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1714,SiO2,199.89,-35.9,HepG2,Yes,0.5,58.151,0,human,liver,24,MTT,2.92666666666667,Small
ID_1715,SiO2,21.06,-35.9,HepG2,Yes,0.01,57.011,0,human,liver,72,MTT,2.92666666666667,Small
ID_1716,SiO2,21.06,-35.9,HepG2,Yes,0.05,55.172,0,human,liver,72,MTT,2.92666666666667,Small
ID_1718,SiO2,21.06,-35.9,HepG2,Yes,0.2,49.425,0,human,liver,72,MTT,2.92666666666667,Small
ID_1719,SiO2,31.4,-35.9,HUVEC,No,0.02,82.5,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1720,SiO2,199.89,-35.9,HepG2,Yes,0.01,68.856,0,human,liver,24,MTT,2.92666666666667,Small
ID_1721,SiO2,56.7,-35.9,HUVEC,No,0.025,79.792,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1722,SiO2,56.7,-35.9,HUVEC,No,0.015,86.25,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1723,SiO2,56.7,-35.9,HUVEC,No,0.01,90.625,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1724,SiO2,56.7,-35.9,HUVEC,No,0.005,92.5,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1725,SiO2,31.4,-35.9,HUVEC,No,0.025,74.167,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1726,SiO2,10.0,-35.9,RAW 264.7,Yes,0.1,71.729,0,mouse,ascites,24,Live/Dead,2.92666666666667,Small
ID_1727,SiO2,20.0,-35.9,HFL1,No,1.0,50.652,0,human,lung,48,MTT,2.92666666666667,Small
ID_1728,SiO2,20.0,-35.9,HFL1,No,1.5,42.458,0,human,lung,48,MTT,2.92666666666667,Small
ID_1729,SiO2,19.1,-35.9,L-132,Yes,0.2,77.832,0,human,lung,24,MTT,2.92666666666667,Small
ID_1730,SiO2,19.1,-35.9,L-132,Yes,0.1,89.482,0,human,lung,24,MTT,2.92666666666667,Small
ID_1731,SiO2,10.0,-35.9,RAW 264.7,Yes,0.01,91.761,0,mouse,ascites,24,Live/Dead,2.92666666666667,Small
ID_1732,SiO2,10.0,-35.9,RAW 264.7,Yes,0.001,94.023,0,mouse,ascites,24,Live/Dead,2.92666666666667,Small
ID_1733,SiO2,10.0,-35.9,RAW 264.7,Yes,1.0,9.6931,0,mouse,ascites,24,Live/Dead,2.92666666666667,Small
ID_1734,SiO2,56.7,-35.9,HUVEC,No,0.02,84.167,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1735,SiO2,100.33,-35.9,NIH3T3,No,0.5,17.234,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1736,SiO2,59.72,-35.9,HepG2,Yes,0.05,67.397,0,human,liver,24,MTT,2.92666666666667,Small
ID_1737,SiO2,100.33,-35.9,NIH3T3,No,0.2,27.891,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1738,SiO2,21.8,-35.9,HUVEC,No,0.025,36.458,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1739,SiO2,31.4,-35.9,HUVEC,No,0.005,97.292,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1740,SiO2,31.4,-35.9,HUVEC,No,0.01,93.958,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1741,SiO2,59.72,-35.9,HepG2,Yes,0.5,53.041,0,human,liver,24,MTT,2.92666666666667,Small
ID_1742,SiO2,100.33,-35.9,HepG2,Yes,0.01,68.613,0,human,liver,24,MTT,2.92666666666667,Small
ID_1743,SiO2,100.33,-35.9,HepG2,Yes,0.05,66.423,0,human,liver,24,MTT,2.92666666666667,Small
ID_1744,SiO2,100.33,-35.9,HepG2,Yes,0.1,65.207,0,human,liver,24,MTT,2.92666666666667,Small
ID_1745,SiO2,100.33,-35.9,HepG2,Yes,0.05,58.161,0,human,liver,72,MTT,2.92666666666667,Small
ID_1746,SiO2,100.33,-35.9,HepG2,Yes,0.01,66.437,0,human,liver,72,MTT,2.92666666666667,Small
ID_1747,SiO2,59.72,-35.9,HepG2,Yes,0.5,42.299,0,human,liver,72,MTT,2.92666666666667,Small
ID_1748,SiO2,59.72,-35.9,HepG2,Yes,0.2,54.713,0,human,liver,72,MTT,2.92666666666667,Small
ID_1749,SiO2,59.72,-35.9,NIH3T3,No,0.5,5.122,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1750,SiO2,21.8,-35.9,HUVEC,No,0.02,45.417,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1751,SiO2,100.33,-35.9,NIH3T3,No,0.01,53.902,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1752,SiO2,100.33,-35.9,NIH3T3,No,0.1,34.878,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1753,SiO2,100.33,-35.9,NIH3T3,No,0.2,30.244,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1754,SiO2,100.33,-35.9,NIH3T3,No,0.5,29.024,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1755,SiO2,199.89,-35.9,NIH3T3,No,0.01,50.0,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1756,SiO2,199.89,-35.9,NIH3T3,No,0.05,40.732,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1757,SiO2,59.72,-35.9,HepG2,Yes,0.01,99.757,0,human,liver,24,MTT,2.92666666666667,Small
ID_1758,SiO2,59.72,-35.9,HepG2,Yes,0.1,66.423,0,human,liver,24,MTT,2.92666666666667,Small
ID_1759,SiO2,50.0,-35.9,HUVEC,No,0.00625,96.828,0,human,umbilical vein,24,CCK-8,2.92666666666667,Small
ID_1760,SiO2,100.33,-35.9,HepG2,Yes,0.1,56.322,0,human,liver,72,MTT,2.92666666666667,Small
ID_1761,SiO2,21.8,-35.9,HUVEC,No,0.015,63.958,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1762,SiO2,21.8,-35.9,HUVEC,No,0.01,80.208,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1763,SiO2,21.8,-35.9,HUVEC,No,0.005,92.5,0,human,umbilical vein,24,CVS,2.92666666666667,Small
ID_1764,SiO2,100.33,-35.9,NIH3T3,No,0.05,44.878,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1765,SiO2,18.3,-35.9,SIRC,No,0.025,97.293,0,rabbit,cornea,24,MTT,2.92666666666667,Small
ID_1766,SiO2,59.72,-35.9,NIH3T3,No,0.2,42.683,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1767,SiO2,18.3,-35.9,SIRC,No,0.0125,95.601,0,rabbit,cornea,24,MTT,2.92666666666667,Small
ID_1768,SiO2,100.33,-35.9,NIH3T3,No,0.05,34.467,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1769,SiO2,100.33,-35.9,NIH3T3,No,0.01,42.63,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1770,SiO2,59.72,-35.9,NIH3T3,No,0.5,1.1338,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1771,SiO2,59.72,-35.9,NIH3T3,No,0.2,23.356,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1772,SiO2,59.72,-35.9,NIH3T3,No,0.1,30.839,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1773,SiO2,59.72,-35.9,NIH3T3,No,0.05,32.2,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1774,SiO2,21.06,-35.9,NIH3T3,No,0.5,17.007,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1775,SiO2,199.89,-35.9,NIH3T3,No,0.1,24.943,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1776,SiO2,21.06,-35.9,NIH3T3,No,0.2,27.891,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1777,SiO2,21.06,-35.9,NIH3T3,No,0.1,34.921,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1778,SiO2,21.06,-35.9,NIH3T3,No,0.05,38.095,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1779,SiO2,100.33,-35.9,NIH3T3,No,0.1,31.973,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1780,SiO2,199.89,-35.9,NIH3T3,No,0.01,42.177,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1781,SiO2,199.89,-35.9,NIH3T3,No,0.05,29.252,0,mouse,embryo,72,MTT,2.92666666666667,Small
ID_1782,SiO2,59.72,-35.9,NIH3T3,No,0.01,108.05,0,mouse,embryo,24,MTT,2.92666666666667,Small
ID_1783,SiO2,59.72,-35.9,NIH3T3,No,0.05,54.146,0,mouse,embryo,24,MTT,2.92666666666667,Small
