No.,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Concentration (g/L),Viability (%),Coat,Animal,Cell_organ,Time (h),Test,Electronegativity,dataset
ID_0208,Al2O3,239.0,8.667160493827168,HCMEC,No,2.99823250324321e-11,33.33629000000001,0,human,heart,12,LDH,2.708,Small
ID_0209,Al2O3,28.0,8.667160493827168,CHO-K1,No,1.864596723644476e-08,99.13043,0,hamster,ovary,24,NR,2.708,Small
ID_0210,Al2O3,239.0,8.667160493827168,HCMEC,No,1.199293001297284e-10,35.15322999999999,0,human,heart,12,LDH,2.708,Small
ID_0211,Al2O3,39.7,8.667160493827168,HCMEC,No,0.01,96.37,0,human,heart,12,MTT,2.708,Small
ID_0212,Al2O3,239.0,8.667160493827168,HCMEC,No,5.99646500648642e-10,83.146065,0,human,heart,24,MTT,2.708,Small
ID_0213,Al2O3,28.0,8.667160493827168,CHO-K1,No,0.005,98.789,0,hamster,ovary,24,NRU,2.708,Small
ID_0214,Al2O3,39.7,8.667160493827168,HCMEC,No,0.05,91.803,0,human,heart,24,MTT,2.708,Small
ID_0215,Al2O3,39.7,8.667160493827168,HCMEC,No,0.02,91.803,0,human,heart,24,MTT,2.708,Small
ID_0216,Al2O3,39.7,8.667160493827168,HCMEC,No,0.01,95.738,0,human,heart,24,MTT,2.708,Small
ID_0217,Al2O3,39.7,8.667160493827168,HCMEC,No,0.005,94.426,0,human,heart,24,MTT,2.708,Small
ID_0218,Al2O3,39.7,8.667160493827168,HCMEC,No,0.0001,93.77,0,human,heart,24,MTT,2.708,Small
ID_0219,Al2O3,39.7,8.667160493827168,HCMEC,No,0.0001,97.69,0,human,heart,12,MTT,2.708,Small
ID_0220,Al2O3,39.7,8.667160493827168,HCMEC,No,1e-06,92.459,0,human,heart,24,MTT,2.708,Small
ID_0221,Al2O3,39.7,8.667160493827168,HCMEC,No,0.001,97.377,0,human,heart,24,MTT,2.708,Small
ID_0222,Al2O3,39.7,8.667160493827168,HCMEC,No,1e-06,96.37,0,human,heart,12,MTT,2.708,Small
ID_0223,Al2O3,39.7,8.667160493827168,HCMEC,No,0.1,91.749,0,human,heart,12,MTT,2.708,Small
ID_0224,Al2O3,39.7,8.667160493827168,HCMEC,No,0.05,97.03,0,human,heart,12,MTT,2.708,Small
ID_0225,Al2O3,39.7,8.667160493827168,HCMEC,No,0.02,94.719,0,human,heart,12,MTT,2.708,Small
ID_0226,Al2O3,39.7,8.667160493827168,HCMEC,No,0.005,95.38,0,human,heart,12,MTT,2.708,Small
ID_0227,Al2O3,39.7,8.667160493827168,HCMEC,No,0.001,99.67,0,human,heart,12,MTT,2.708,Small
ID_0228,Al2O3,39.7,8.667160493827168,HCMEC,No,0.1,82.295,0,human,heart,24,MTT,2.708,Small
ID_0229,Al2O3,39.7,8.667160493827168,HCMEC,No,1e-05,96.066,0,human,heart,24,MTT,2.708,Small
ID_0230,Al2O3,28.0,8.667160493827168,CHO-K1,No,0.01,100.69,0,hamster,ovary,24,NRU,2.708,Small
ID_0231,Al2O3,39.7,8.667160493827168,HCMEC,No,1e-05,95.05,0,human,heart,12,MTT,2.708,Small
ID_0232,Al2O3,239.0,8.667160493827168,HCMEC,No,5.996465006486421e-15,42.82016,0,human,heart,12,LDH,2.708,Small
ID_0233,Al2O3,13.0,8.667160493827168,HFL1,No,1.0,78.212,0,human,lung,48,MTT,2.708,Small
ID_0234,Al2O3,28.0,8.667160493827168,CHO-K1,No,0.025,99.308,0,hamster,ovary,24,NRU,2.708,Small
ID_0235,Al2O3,239.0,8.667160493827168,HCMEC,No,1.199293001297284e-10,92.134834,0,human,heart,24,MTT,2.708,Small
ID_0236,Al2O3,239.0,8.667160493827168,HCMEC,No,5.996465006486421e-11,96.62921,0,human,heart,24,MTT,2.708,Small
ID_0237,Al2O3,239.0,8.667160493827168,HCMEC,No,5.996465006486421e-11,96.62921,0,human,heart,12,MTT,2.708,Small
ID_0238,Al2O3,239.0,8.667160493827168,HCMEC,No,5.996465006486421e-12,97.75281,0,human,heart,24,MTT,2.708,Small
ID_0239,Al2O3,13.0,8.667160493827168,HFL1,No,0.75,85.475,0,human,lung,48,MTT,2.708,Small
ID_0240,Al2O3,13.0,8.667160493827168,HFL1,No,0.5,88.454,0,human,lung,48,MTT,2.708,Small
ID_0241,Al2O3,13.0,8.667160493827168,HFL1,No,0.25,90.875,0,human,lung,48,MTT,2.708,Small
ID_0242,Al2O3,239.0,8.667160493827168,HCMEC,No,2.99823250324321e-10,92.134834,0,human,heart,24,MTT,2.708,Small
ID_0243,Al2O3,13.0,8.667160493827168,HFL1,No,1.5,70.95,0,human,lung,48,MTT,2.708,Small
ID_0244,Al2O3,28.0,8.667160493827168,CHO-K1,No,0.1,79.713,0,hamster,ovary,24,MTT,2.708,Small
ID_0245,Al2O3,28.0,8.667160493827168,CHO-K1,No,0.05,67.684,0,hamster,ovary,24,MTT,2.708,Small
ID_0246,Al2O3,28.0,8.667160493827168,CHO-K1,No,0.025,74.506,0,hamster,ovary,24,MTT,2.708,Small
ID_0247,Al2O3,28.0,8.667160493827168,CHO-K1,No,0.005,81.149,0,hamster,ovary,24,MTT,2.708,Small
ID_0248,Al2O3,28.0,8.667160493827168,CHO-K1,No,0.1,75.606,0,hamster,ovary,24,NRU,2.708,Small
ID_0249,Al2O3,28.0,8.667160493827168,CHO-K1,No,0.05,93.08,0,hamster,ovary,24,NRU,2.708,Small
ID_0250,Al2O3,13.0,8.667160493827168,RAW 264.7,Yes,0.2,54.026,0,mouse,ascites,24,CCK-8,2.708,Small
ID_0251,Al2O3,13.0,8.667160493827168,RAW 264.7,Yes,0.4,54.319,0,mouse,ascites,24,CCK-8,2.708,Small
ID_0252,Au,21.7,-7.6,HUVEC,No,3.93933138e-06,96.98729,PEG,human,umbilical cord,24,MTT,2.54,Small
ID_0253,Au,25.0,24.4,MDA-MB-231,Yes,2.069265452158232e-09,80.0,0,human,breast,48,MTT,2.54,Small
ID_0254,Au,21.7,-7.6,HUVEC,No,9.84832845e-06,94.153275,PEG,human,umbilical cord,24,MTT,2.54,Small
ID_0255,Au,21.7,-7.6,PC12,Yes,1.96966569e-05,92.24696,PEG,rat,adrenal gland,24,MTT,2.54,Small
ID_0256,Au,21.7,-7.6,HUVEC,No,3.93933138e-05,85.69136,PEG,human,umbilical cord,24,MTT,2.54,Small
ID_0257,Au,21.7,-7.6,HUVEC,No,7.87866276e-05,72.003944,PEG,human,umbilical cord,24,MTT,2.54,Small
ID_0258,Au,21.7,-7.6,HUVEC,No,0.0001575732552,53.664707,PEG,human,umbilical cord,24,MTT,2.54,Small
ID_0259,Au,21.7,-7.6,PC12,Yes,9.84832845e-06,94.15264,PEG,rat,adrenal gland,24,MTT,2.54,Small
ID_0260,Au,21.7,-7.6,PC12,Yes,3.93933138e-06,96.3684,PEG,rat,adrenal gland,24,MTT,2.54,Small
ID_0261,Au,21.7,-7.6,PC12,Yes,3.93933138e-05,95.30382,PEG,rat,adrenal gland,24,MTT,2.54,Small
ID_0262,Au,21.7,-7.6,PC12,Yes,7.87866276e-05,84.09704,PEG,rat,adrenal gland,24,MTT,2.54,Small
ID_0263,Au,21.7,-7.6,PC12,Yes,0.0001575732552,77.5408,PEG,rat,adrenal gland,24,MTT,2.54,Small
ID_0264,Au,25.0,24.4,MDA-MB-231,Yes,2.069265452158231e-07,62.41379,0,human,breast,48,MTT,2.54,Small
ID_0265,Au,21.7,-7.6,PC12,Yes,1.96966569e-06,96.72178,PEG,rat,adrenal gland,24,MTT,2.54,Small
ID_0266,Au,25.0,24.4,MDA-MB-231,Yes,1.034632726079116e-07,66.206894,0,human,breast,48,MTT,2.54,Small
ID_0267,Au,25.0,24.4,MDA-MB-231,Yes,2.0692654521582323e-08,77.586205,0,human,breast,48,MTT,2.54,Small
ID_0268,Au,21.7,-7.6,C17.2,No,3.93933138e-06,93.266335,PEG,mouse,brain,24,MTT,2.54,Small
ID_0269,Au,21.7,-7.6,C17.2,No,9.84832845e-06,95.39359,PEG,mouse,brain,24,MTT,2.54,Small
ID_0270,Au,21.7,-7.6,C17.2,No,0.0001575732552,71.33922,PEG,mouse,brain,24,MTT,2.54,Small
ID_0271,Au,21.7,-7.6,C17.2,No,7.87866276e-05,82.23656,PEG,mouse,brain,24,MTT,2.54,Small
ID_0272,Au,21.7,-7.6,C17.2,No,3.93933138e-05,88.172,PEG,mouse,brain,24,MTT,2.54,Small
ID_0273,Au,21.7,-7.6,C17.2,No,1.96966569e-06,91.451065,PEG,mouse,brain,24,MTT,2.54,Small
ID_0274,Au,21.7,-7.6,HUVEC,No,1.96966569e-05,91.937515,PEG,human,umbilical cord,24,MTT,2.54,Small
ID_0275,Au,90.0,24.4,NHDF,No,0.01,81.459,0,human,skin,48,MTT,2.54,Small
ID_0276,Au,215.0,24.4,MG-63,Yes,0.0003,90.355,0,human,bone,24,MTT,2.54,Small
ID_0277,Au,90.0,24.4,NHDF,No,0.001,99.135,0,human,skin,48,MTT,2.54,Small
ID_0278,Au,90.0,24.4,NHDF,No,0.005,85.909,0,human,skin,48,MTT,2.54,Small
ID_0279,Au,90.0,24.4,NHDF,No,0.015,71.199,0,human,skin,48,MTT,2.54,Small
ID_0280,Au,18.0,24.4,MG-63,Yes,0.005,66.244,0,human,bone,24,MTT,2.54,Small
ID_0281,Au,18.0,24.4,MG-63,Yes,0.0025,64.848,0,human,bone,24,MTT,2.54,Small
ID_0282,Au,18.0,24.4,MG-63,Yes,0.0012,88.198,0,human,bone,24,MTT,2.54,Small
ID_0283,Au,50.0,24.4,NHDF,No,0.025,7.1066,0,human,skin,48,MTT,2.54,Small
ID_0284,Au,50.0,24.4,NHDF,No,0.015,68.401,0,human,skin,48,MTT,2.54,Small
ID_0285,Au,50.0,24.4,NHDF,No,0.01,77.284,0,human,skin,48,MTT,2.54,Small
ID_0286,Au,50.0,24.4,NHDF,No,0.005,83.122,0,human,skin,48,MTT,2.54,Small
ID_0287,Au,50.0,24.4,NHDF,No,0.001,97.462,0,human,skin,48,MTT,2.54,Small
ID_0288,Au,6.0,24.4,HEK-293,No,0.4,81.479,0,human,kidney,24,MTT,2.54,Small
ID_0289,Au,6.0,24.4,HEK-293,No,0.2,89.918,0,human,kidney,24,MTT,2.54,Small
ID_0290,Au,6.0,24.4,HEK-293,No,0.1,93.534,0,human,kidney,24,MTT,2.54,Small
ID_0291,Au,6.0,24.4,HEK-293,No,0.05,94.301,0,human,kidney,24,MTT,2.54,Small
ID_0292,Au,6.3,24.4,hFOB1.19,No,0.0006,100.29,0,human,bone,24,NRU,2.54,Small
ID_0293,Au,6.3,24.4,hFOB1.19,No,0.0012,99.424,0,human,bone,24,NRU,2.54,Small
ID_0294,Au,6.3,24.4,hFOB1.19,No,0.0025,100.29,0,human,bone,24,NRU,2.54,Small
ID_0295,Au,6.3,24.4,hFOB1.19,No,0.005,98.705,0,human,bone,24,NRU,2.54,Small
ID_0296,Au,18.0,24.4,MG-63,Yes,0.0003,94.416,0,human,bone,24,MTT,2.54,Small
ID_0297,Au,18.0,24.4,MG-63,Yes,0.0006,92.893,0,human,bone,24,MTT,2.54,Small
ID_0298,Au,30.0,24.4,NHDF,No,0.005,80.584,0,human,skin,48,MTT,2.54,Small
ID_0299,Au,30.0,24.4,NHDF,No,0.015,67.386,0,human,skin,48,MTT,2.54,Small
ID_0300,Au,215.0,24.4,MG-63,Yes,0.0006,88.198,0,human,bone,24,MTT,2.54,Small
ID_0301,Au,30.0,24.4,NHDF,No,0.001,96.193,0,human,skin,72,MTT,2.54,Small
ID_0302,Au,30.0,24.4,NHDF,No,0.025,5.7107,0,human,skin,48,MTT,2.54,Small
ID_0303,Au,90.0,24.4,NHDF,No,0.025,13.226,0,human,skin,72,MTT,2.54,Small
ID_0304,Au,90.0,24.4,NHDF,No,0.015,68.356,0,human,skin,72,MTT,2.54,Small
ID_0305,Au,6.3,24.4,143B,Yes,0.0003,102.45,0,human,bone,24,NRU,2.54,Small
ID_0306,Au,90.0,24.4,NHDF,No,0.005,84.92,0,human,skin,72,MTT,2.54,Small
ID_0307,Au,90.0,24.4,NHDF,No,0.001,97.775,0,human,skin,72,MTT,2.54,Small
ID_0308,Au,50.0,24.4,NHDF,No,0.025,7.1066,0,human,skin,72,MTT,2.54,Small
ID_0309,Au,50.0,24.4,NHDF,No,0.015,66.117,0,human,skin,72,MTT,2.54,Small
ID_0310,Au,50.0,24.4,NHDF,No,0.01,77.03,0,human,skin,72,MTT,2.54,Small
ID_0311,Au,50.0,24.4,NHDF,No,0.005,82.487,0,human,skin,72,MTT,2.54,Small
ID_0312,Au,50.0,24.4,NHDF,No,0.001,96.701,0,human,skin,72,MTT,2.54,Small
ID_0313,Au,30.0,24.4,NHDF,No,0.025,5.4569,0,human,skin,72,MTT,2.54,Small
ID_0314,Au,30.0,24.4,NHDF,No,0.015,65.609,0,human,skin,72,MTT,2.54,Small
ID_0315,Au,30.0,24.4,NHDF,No,0.01,74.112,0,human,skin,72,MTT,2.54,Small
ID_0316,Au,30.0,24.4,NHDF,No,0.005,80.584,0,human,skin,72,MTT,2.54,Small
ID_0317,Au,90.0,24.4,NHDF,No,0.025,13.226,0,human,skin,48,MTT,2.54,Small
ID_0318,Au,6.0,24.4,MCF-7,Yes,0.05,86.145,0,human,breast,24,MTT,2.54,Small
ID_0319,Au,6.0,24.4,MCF-7,Yes,0.4,32.09,0,human,breast,24,MTT,2.54,Small
ID_0320,Au,6.3,24.4,hFOB1.19,No,0.0003,99.739,0,human,bone,24,MTT,2.54,Small
ID_0321,Au,215.0,24.4,hFOB1.19,No,0.005,40.808,0,human,bone,24,MTT,2.54,Small
ID_0322,Au,6.3,24.4,hFOB1.19,No,0.0025,97.262,0,human,bone,24,MTT,2.54,Small
ID_0323,Au,6.0,24.4,HeLa,Yes,0.05,96.19,0,human,cervix,24,MTT,2.54,Small
ID_0324,Au,6.0,24.4,A549,Yes,0.4,30.264,0,human,lung,24,MTT,2.54,Small
ID_0325,Au,215.0,24.4,hFOB1.19,No,0.0025,44.329,0,human,bone,24,MTT,2.54,Small
ID_0326,Au,6.3,24.4,hFOB1.19,No,0.0006,99.087,0,human,bone,24,MTT,2.54,Small
ID_0327,Au,6.3,24.4,143B,Yes,0.0006,101.36,0,human,bone,24,NRU,2.54,Small
ID_0328,Au,6.0,24.4,A549,Yes,0.05,78.221,0,human,lung,24,MTT,2.54,Small
ID_0329,Au,6.0,24.4,A549,Yes,0.1,68.798,0,human,lung,24,MTT,2.54,Small
ID_0330,Au,6.0,24.4,A549,Yes,0.2,52.139,0,human,lung,24,MTT,2.54,Small
ID_0331,Au,6.0,24.4,MCF-7,Yes,0.2,43.917,0,human,breast,24,MTT,2.54,Small
ID_0332,Au,25.0,24.4,A549,Yes,0.0025,96.783,0,human,lung,4,CCK-8,2.54,Small
ID_0333,Au,25.0,24.4,A549,Yes,0.005,69.437,0,human,lung,4,CCK-8,2.54,Small
ID_0334,Au,25.0,24.4,A549,Yes,0.0075,21.716,0,human,lung,4,CCK-8,2.54,Small
ID_0335,Au,25.0,24.4,A549,Yes,0.01,15.013,0,human,lung,4,CCK-8,2.54,Small
ID_0336,Au,25.0,24.4,A549,Yes,0.0125,7.7748,0,human,lung,4,CCK-8,2.54,Small
ID_0337,Au,25.0,24.4,A549,Yes,0.015,6.9705,0,human,lung,4,CCK-8,2.54,Small
ID_0338,Au,6.0,24.4,HeLa,Yes,0.2,47.09,0,human,cervix,24,MTT,2.54,Small
ID_0339,Au,6.0,24.4,HeLa,Yes,0.4,37.249,0,human,cervix,24,MTT,2.54,Small
ID_0340,Au,18.0,24.4,hFOB1.19,No,0.0025,75.88,0,human,bone,24,MTT,2.54,Small
ID_0341,Au,18.0,24.4,hFOB1.19,No,0.0012,79.27,0,human,bone,24,MTT,2.54,Small
ID_0342,Au,18.0,24.4,hFOB1.19,No,0.0006,82.008,0,human,bone,24,MTT,2.54,Small
ID_0343,Au,18.0,24.4,hFOB1.19,No,0.0003,84.876,0,human,bone,24,MTT,2.54,Small
ID_0344,Au,215.0,24.4,hFOB1.19,No,0.0025,76.691,0,human,bone,24,NRU,2.54,Small
ID_0345,Au,215.0,24.4,hFOB1.19,No,0.0012,77.41,0,human,bone,24,NRU,2.54,Small
ID_0346,Au,215.0,24.4,hFOB1.19,No,0.0006,84.748,0,human,bone,24,NRU,2.54,Small
ID_0347,Au,215.0,24.4,hFOB1.19,No,0.0003,98.993,0,human,bone,24,NRU,2.54,Small
ID_0348,Au,18.0,24.4,hFOB1.19,No,0.005,72.806,0,human,bone,24,NRU,2.54,Small
ID_0349,Au,18.0,24.4,hFOB1.19,No,0.0025,96.547,0,human,bone,24,NRU,2.54,Small
ID_0350,Au,18.0,24.4,hFOB1.19,No,0.0012,100.58,0,human,bone,24,NRU,2.54,Small
ID_0351,Au,18.0,24.4,hFOB1.19,No,0.005,72.49,0,human,bone,24,MTT,2.54,Small
ID_0352,Au,215.0,24.4,MG-63,Yes,0.005,26.422,0,human,bone,24,NRU,2.54,Small
ID_0353,Au,215.0,24.4,hFOB1.19,No,0.0003,91.265,0,human,bone,24,MTT,2.54,Small
ID_0354,Au,215.0,24.4,hFOB1.19,No,0.0012,66.623,0,human,bone,24,MTT,2.54,Small
ID_0355,Au,6.3,24.4,hFOB1.19,No,0.0012,97.523,0,human,bone,24,MTT,2.54,Small
ID_0356,Au,215.0,24.4,hFOB1.19,No,0.005,41.727,0,human,bone,24,NRU,2.54,Small
ID_0357,Au,6.3,24.4,hFOB1.19,No,0.0003,100.0,0,human,bone,24,NRU,2.54,Small
ID_0358,Au,6.3,24.4,MG-63,Yes,0.0012,99.112,0,human,bone,24,MTT,2.54,Small
ID_0359,Au,6.3,24.4,MG-63,Yes,0.0006,99.112,0,human,bone,24,MTT,2.54,Small
ID_0360,Au,6.3,24.4,MG-63,Yes,0.0003,99.112,0,human,bone,24,MTT,2.54,Small
ID_0361,Au,6.3,24.4,hFOB1.19,No,0.005,96.61,0,human,bone,24,MTT,2.54,Small
ID_0362,Au,18.0,24.4,hFOB1.19,No,0.0003,98.705,0,human,bone,24,NRU,2.54,Small
ID_0363,Au,18.0,24.4,hFOB1.19,No,0.0006,100.29,0,human,bone,24,NRU,2.54,Small
ID_0364,Au,215.0,24.4,hFOB1.19,No,0.0006,90.352,0,human,bone,24,MTT,2.54,Small
ID_0365,Au,6.3,24.4,143B,Yes,0.0025,102.99,0,human,bone,24,NRU,2.54,Small
ID_0366,Au,215.0,24.4,143B,Yes,0.0025,14.764,0,human,bone,24,MTT,2.54,Small
ID_0367,Au,215.0,24.4,MG-63,Yes,0.0012,83.503,0,human,bone,24,MTT,2.54,Small
ID_0368,Au,90.0,24.4,NHDF,No,0.01,81.459,0,human,skin,72,MTT,2.54,Small
ID_0369,Au,215.0,24.4,MG-63,Yes,0.005,13.325,0,human,bone,24,MTT,2.54,Small
ID_0370,Au,215.0,24.4,143B,Yes,0.0012,16.377,0,human,bone,24,MTT,2.54,Small
ID_0371,Au,18.0,24.4,143B,Yes,0.0025,70.72,0,human,bone,24,MTT,2.54,Small
ID_0372,Au,18.0,24.4,143B,Yes,0.0003,84.988,0,human,bone,24,MTT,2.54,Small
ID_0373,Au,6.3,24.4,MG-63,Yes,0.005,100.0,0,human,bone,24,NRU,2.54,Small
ID_0374,Au,6.3,24.4,MG-63,Yes,0.0025,98.736,0,human,bone,24,NRU,2.54,Small
ID_0375,Au,6.3,24.4,MG-63,Yes,0.0012,99.494,0,human,bone,24,NRU,2.54,Small
ID_0376,Au,6.3,24.4,MG-63,Yes,0.0003,99.747,0,human,bone,24,NRU,2.54,Small
ID_0377,Au,215.0,24.4,MG-63,Yes,0.0012,82.427,0,human,bone,24,NRU,2.54,Small
ID_0378,Au,18.0,24.4,143B,Yes,0.0006,86.849,0,human,bone,24,MTT,2.54,Small
ID_0379,Au,215.0,24.4,MG-63,Yes,0.0006,87.105,0,human,bone,24,NRU,2.54,Small
ID_0380,Au,215.0,24.4,MG-63,Yes,0.0003,99.747,0,human,bone,24,NRU,2.54,Small
ID_0381,Au,18.0,24.4,MG-63,Yes,0.005,74.21,0,human,bone,24,NRU,2.54,Small
ID_0382,Au,18.0,24.4,MG-63,Yes,0.0025,80.025,0,human,bone,24,NRU,2.54,Small
ID_0383,Au,215.0,24.4,143B,Yes,0.0025,26.223,0,human,bone,24,NRU,2.54,Small
ID_0384,Au,215.0,24.4,143B,Yes,0.0012,66.168,0,human,bone,24,NRU,2.54,Small
ID_0385,Au,215.0,24.4,143B,Yes,0.0006,82.337,0,human,bone,24,NRU,2.54,Small
ID_0386,Au,215.0,24.4,143B,Yes,0.0003,97.011,0,human,bone,24,NRU,2.54,Small
ID_0387,Au,18.0,24.4,143B,Yes,0.005,79.348,0,human,bone,24,NRU,2.54,Small
ID_0388,Au,18.0,24.4,143B,Yes,0.0025,87.092,0,human,bone,24,NRU,2.54,Small
ID_0389,Au,18.0,24.4,143B,Yes,0.0012,98.37,0,human,bone,24,NRU,2.54,Small
ID_0390,Au,18.0,24.4,143B,Yes,0.0006,98.37,0,human,bone,24,NRU,2.54,Small
ID_0391,Au,18.0,24.4,143B,Yes,0.0003,101.63,0,human,bone,24,NRU,2.54,Small
ID_0392,Au,6.3,24.4,143B,Yes,0.005,86.104,0,human,bone,24,MTT,2.54,Small
ID_0393,Au,6.3,24.4,143B,Yes,0.0025,88.834,0,human,bone,24,MTT,2.54,Small
ID_0394,Au,6.3,24.4,143B,Yes,0.0012,89.826,0,human,bone,24,MTT,2.54,Small
ID_0395,Au,6.3,24.4,143B,Yes,0.0006,89.578,0,human,bone,24,MTT,2.54,Small
ID_0396,Au,6.3,24.4,143B,Yes,0.0003,94.541,0,human,bone,24,MTT,2.54,Small
ID_0397,Au,215.0,24.4,143B,Yes,0.005,13.896,0,human,bone,24,MTT,2.54,Small
ID_0398,Au,215.0,24.4,MG-63,Yes,0.0025,23.223,0,human,bone,24,MTT,2.54,Small
ID_0399,Au,215.0,24.4,143B,Yes,0.0006,16.377,0,human,bone,24,MTT,2.54,Small
ID_0400,Au,215.0,24.4,143B,Yes,0.005,17.12,0,human,bone,24,NRU,2.54,Small
ID_0401,Au,18.0,24.4,MG-63,Yes,0.0012,81.037,0,human,bone,24,NRU,2.54,Small
ID_0402,Au,18.0,24.4,MG-63,Yes,0.0006,90.645,0,human,bone,24,NRU,2.54,Small
ID_0403,Au,18.0,24.4,MG-63,Yes,0.0003,95.07,0,human,bone,24,NRU,2.54,Small
ID_0404,Au,6.3,24.4,MG-63,Yes,0.005,95.305,0,human,bone,24,MTT,2.54,Small
ID_0405,Au,6.3,24.4,MG-63,Yes,0.0025,94.162,0,human,bone,24,MTT,2.54,Small
ID_0406,Au,6.3,24.4,MG-63,Yes,0.0006,100.0,0,human,bone,24,NRU,2.54,Small
ID_0407,Au,18.0,24.4,143B,Yes,0.0012,85.484,0,human,bone,24,MTT,2.54,Small
ID_0408,Au,18.0,24.4,143B,Yes,0.005,54.094,0,human,bone,24,MTT,2.54,Small
ID_0409,Au,6.3,24.4,143B,Yes,0.0012,103.26,0,human,bone,24,NRU,2.54,Small
ID_0410,Au,215.0,24.4,143B,Yes,0.0003,67.99,0,human,bone,24,MTT,2.54,Small
ID_0411,Au,270.0,24.4,RAW 264.7,Yes,0.005,93.162,0,mouse,ascites,48,Live/Dead,2.54,Small
ID_0412,Au,6.3,24.4,143B,Yes,0.005,103.26,0,human,bone,24,NRU,2.54,Small
ID_0413,Au,6.0,24.4,MCF-7,Yes,0.1,69.675,0,human,breast,24,MTT,2.54,Small
ID_0414,Au,61.46,24.4,CCL-110,Yes,0.0002,46.853,0,human,skin,24,MTS,2.54,Small
ID_0415,Au,61.46,24.4,CCL-110,Yes,0.0004,71.562,0,human,skin,24,MTS,2.54,Small
ID_0416,Au,61.46,24.4,CCL-110,Yes,0.002,75.524,0,human,skin,24,MTS,2.54,Small
ID_0417,Au,61.46,24.4,CCL-110,Yes,0.004,79.487,0,human,skin,24,MTS,2.54,Small
ID_0418,Au,61.46,24.4,CCL-110,Yes,0.02,72.494,0,human,skin,24,MTS,2.54,Small
ID_0419,Au,61.46,24.4,CCL-110,Yes,0.04,2.0979,0,human,skin,24,MTS,2.54,Small
ID_0420,Au,61.46,24.4,CCL-110,Yes,0.0002,86.247,0,human,skin,96,MTS,2.54,Small
ID_0421,Au,61.46,24.4,CCL-110,Yes,0.0004,59.441,0,human,skin,96,MTS,2.54,Small
ID_0422,Au,61.46,24.4,RFPEC,No,0.0002,99.394,0,rat,fatpad,24,MTS,2.54,Small
ID_0423,Au,33.69,24.4,RFPEC,No,0.04,113.39,0,rat,fatpad,96,MTS,2.54,Small
ID_0424,Au,61.46,24.4,RFPEC,No,0.0004,81.212,0,rat,fatpad,24,MTS,2.54,Small
ID_0425,Au,61.46,24.4,RFPEC,No,0.04,1.2121,0,rat,fatpad,24,MTS,2.54,Small
ID_0426,Au,61.46,24.4,RFPEC,No,0.002,94.242,0,rat,fatpad,24,MTS,2.54,Small
ID_0427,Au,61.46,24.4,CCL-110,Yes,0.02,82.284,0,human,skin,96,MTS,2.54,Small
ID_0428,Au,61.46,24.4,CCL-110,Yes,0.004,84.149,0,human,skin,96,MTS,2.54,Small
ID_0429,Au,61.46,24.4,CCL-110,Yes,0.002,81.818,0,human,skin,96,MTS,2.54,Small
ID_0430,Au,61.46,24.4,RFPEC,No,0.0004,119.7,0,rat,fatpad,96,MTS,2.54,Small
ID_0431,Au,61.46,24.4,RFPEC,No,0.004,118.79,0,rat,fatpad,96,MTS,2.54,Small
ID_0432,Au,61.46,24.4,RFPEC,No,0.02,6.6667,0,rat,fatpad,96,MTS,2.54,Small
ID_0433,Au,61.46,24.4,RFPEC,No,0.04,1.2121,0,rat,fatpad,96,MTS,2.54,Small
ID_0434,Au,33.69,24.4,CCL-110,Yes,0.0002,108.99,0,human,skin,24,MTS,2.54,Small
ID_0435,Au,33.69,24.4,CCL-110,Yes,0.0004,135.36,0,human,skin,24,MTS,2.54,Small
ID_0436,Au,33.69,24.4,CCL-110,Yes,0.002,131.59,0,human,skin,24,MTS,2.54,Small
ID_0437,Au,33.69,24.4,CCL-110,Yes,0.004,153.91,0,human,skin,24,MTS,2.54,Small
ID_0438,Au,33.69,24.4,CCL-110,Yes,0.02,145.22,0,human,skin,24,MTS,2.54,Small
ID_0439,Au,33.69,24.4,CCL-110,Yes,0.04,140.0,0,human,skin,24,MTS,2.54,Small
ID_0440,Au,50.0,24.4,HepG2,Yes,0.00167,102.43,0,human,liver,72,MTT,2.54,Small
ID_0441,Au,65.0,24.4,CCL-110,Yes,0.0002,72.444,0,human,skin,24,MTS,2.54,Small
ID_0442,Au,65.0,24.4,CCL-110,Yes,0.002,75.778,0,human,skin,24,MTS,2.54,Small
ID_0443,Au,65.0,24.4,CCL-110,Yes,0.004,89.111,0,human,skin,24,MTS,2.54,Small
ID_0444,Au,6.0,24.4,H1299,Yes,0.05,89.18,0,human,lung,24,MTT,2.54,Small
ID_0445,Au,6.0,24.4,H1299,Yes,0.2,57.024,0,human,lung,24,MTT,2.54,Small
ID_0446,Au,20.0,24.4,L-02,Yes,0.0125,94.706,0,human,liver,72,MTT,2.54,Small
ID_0447,Au,50.0,24.4,L-02,Yes,0.00167,99.216,0,human,liver,72,MTT,2.54,Small
ID_0448,Au,50.0,24.4,L-02,Yes,0.0025,96.078,0,human,liver,72,MTT,2.54,Small
ID_0449,Au,50.0,24.4,L-02,Yes,0.005,95.686,0,human,liver,72,MTT,2.54,Small
ID_0450,Au,20.0,24.4,L-02,Yes,0.00625,91.569,0,human,liver,72,MTT,2.54,Small
ID_0451,Au,61.46,24.4,RFPEC,No,0.004,90.303,0,rat,fatpad,24,MTS,2.54,Small
